Arc_ID,aquifer_groundwater_recharge_fator,GTEMP_1971_2000,max_groundwater_recharge,max_soil_water_content,mean_basin_slope_class,open_water_fraction,permanent_snow_ice_fraction,cell_area,super_basin_id,basin_identifier,area_max_soil,gamma,upstream_cell_area,upstream_cell_area_max_soil,max_soil_water_content_weight,aquifer_groundwater_recharge_fator_weight,GTEMP_1971_2000_weight,max_groundwater_recharge_weight,mean_basin_slope_class_weight,open_water_fraction_weight,permanent_snow_ice_fraction_weight,ln_gamma,gamma_estimated,gamma_final
28,70,-18.57,450.0,75.0,41,0.0,95,366.5565,28,28,366.5565,,366.5565,366.5565,75.0,70.0,-18.57,450.0,41.0,0.0,95.0,,0.18257016242317792,0.18257016242317792
29,70,-19.07,450.0,75.0,32,0.0,96,366.5565,29,29,366.5565,,366.5565,366.5565,75.0,70.0,-19.07,450.0,32.0,0.0,95.99999999999999,,0.24090749674274461,0.24090749674274461
30,70,-19.08,450.0,75.0,28,0.0,98,366.5565,30,30,366.5565,,366.5565,366.5565,75.0,70.0,-19.08,450.0,28.0,0.0,98.0,,0.2634800603887586,0.2634800603887586
31,70,-21.12,450.0,75.0,30,0.0,97,366.5565,31,31,366.5565,,366.5565,366.5565,75.0,70.0,-21.12,450.0,30.000000000000004,0.0,97.0,,0.2440235103890485,0.2440235103890485
32,70,-21.23,450.0,75.0,28,0.0,96,366.5565,32,32,366.5565,,366.5565,366.5565,75.0,70.0,-21.23,450.0,28.0,0.0,95.99999999999999,,0.2671894927899373,0.2671894927899373
33,70,-20.79,450.0,118.0,24,0.0,96,366.5565,33,33,366.5565,,366.5565,366.5565,118.0,70.0,-20.79,450.0,23.999999999999996,0.0,95.99999999999999,,0.26439783606363604,0.26439783606363604
34,70,-19.23,450.0,118.0,17,0.0,96,366.5565,34,34,366.5565,,366.5565,366.5565,118.0,70.0,-19.23,450.0,17.0,0.0,95.99999999999999,,0.3444806762205701,0.3444806762205701
35,70,-19.14,450.0,118.0,23,0.0,95,366.5565,35,35,366.5565,,366.5565,366.5565,118.0,70.0,-19.14,450.0,23.0,0.0,95.0,,0.28752544694799076,0.28752544694799076
36,70,-19.36,450.0,118.0,44,0.43375,95,366.5565,36,36,366.5565,,366.5565,366.5565,118.0,70.0,-19.36,450.0,44.0,0.43375,95.0,,0.13828461532456776,0.13828461532456776
37,70,-19.29,450.0,118.0,42,0.0,95,366.5565,37,37,366.5565,,366.5565,366.5565,118.0,70.0,-19.29,450.0,42.0,0.0,95.0,,0.1494451836799253,0.1494451836799253
38,70,-19.13,450.0,118.0,47,0.0,95,366.5565,38,38,366.5565,,366.5565,366.5565,118.0,70.0,-19.13,450.0,47.0,0.0,95.0,,0.12619628931043303,0.12619628931043303
39,70,-19.22,450.0,118.0,45,0.0,95,366.5565,39,39,366.5565,,366.5565,366.5565,118.0,70.0,-19.22,450.0,44.99999999999999,0.0,95.0,,0.13497222632802913,0.13497222632802913
40,70,-22.05,450.0,118.0,40,0.0,95,366.5565,40,40,366.5565,,366.5565,366.5565,118.0,70.0,-22.05,450.0,40.0,0.0,95.0,,0.15331130956542607,0.15331130956542607
41,70,-22.59,450.0,118.0,15,0.0,97,366.5565,41,41,366.5565,,366.5565,366.5565,118.0,70.0,-22.59,450.0,15.000000000000002,0.0,97.0,,0.3418715570720739,0.3418715570720739
42,70,-23.26,450.0,75.0,13,0.0,97,366.5565,42,42,366.5565,,366.5565,366.5565,75.0,70.0,-23.26,450.0,13.0,0.0,97.0,,0.42295013974773754,0.42295013974773754
43,70,-22.92,450.0,75.0,16,0.0,97,366.5565,43,43,366.5565,,366.5565,366.5565,75.0,70.0,-22.92,450.0,16.0,0.0,97.0,,0.3836034991776097,0.3836034991776097
44,70,-22.48,450.0,75.0,13,0.0,98,366.5565,44,44,366.5565,,366.5565,366.5565,75.0,70.0,-22.48,450.0,13.0,0.0,98.0,,0.41807378427973657,0.41807378427973657
45,70,-22.82,450.0,75.0,18,0.0,98,366.5565,45,45,366.5565,,366.5565,366.5565,75.0,70.0,-22.82,450.0,18.0,0.0,98.0,,0.350289439017275,0.350289439017275
46,70,-23.18,450.0,118.0,22,1.53871,97,366.5565,46,46,366.5565,,366.5565,366.5565,118.0,70.0,-23.179999999999996,450.0,22.0,1.5387100000000002,97.0,,0.2590494838432445,0.2590494838432445
47,70,-23.79,450.0,118.0,26,2.06125,97,366.5565,47,47,366.5565,,366.5565,366.5565,118.0,70.0,-23.790000000000003,450.0,26.0,2.06125,97.0,,0.22156624104490605,0.22156624104490605
48,70,-23.57,300.0,118.0,28,1.5162,97,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
49,70,-22.33,300.0,118.0,37,0.0,97,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
50,70,-22.5,300.0,118.0,41,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
51,70,-23.47,300.0,118.0,37,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
52,70,-22.66,300.0,118.0,30,0.0,97,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
53,70,-22.07,300.0,118.0,24,0.2208,97,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
54,70,-21.93,300.0,118.0,38,0.0,97,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
55,70,-21.06,300.0,118.0,39,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
56,70,-21.19,300.0,118.0,34,2.2385,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
57,70,-20.61,300.0,118.0,36,3.06585,95,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
58,70,-20.14,300.0,118.0,34,0.84121,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
59,70,-20.24,300.0,118.0,36,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
60,70,-19.79,300.0,118.0,41,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
61,70,-19.66,300.0,118.0,34,0.0,96,366.5565,61,61,366.5565,,5131.791,5131.791,118.0,70.0,-21.515714285714285,300.0,34.92857142857143,0.56304,96.28571428571429,,0.1989664802983634,0.1989664802983634
62,70,-19.23,300.0,118.0,18,0.0,97,366.5565,62,62,366.5565,,366.5565,366.5565,118.0,70.0,-19.23,300.0,18.0,0.0,97.0,,0.36614656573634285,0.36614656573634285
63,70,-18.68,300.0,75.0,0,0.0,95,366.5565,63,63,366.5565,,366.5565,366.5565,75.0,70.0,-18.68,300.0,0.0,0.0,95.0,,0.8384364089295706,0.8384364089295706
64,70,-18.67,300.0,75.0,36,0.0,95,366.5565,64,64,366.5565,,366.5565,366.5565,75.0,70.0,-18.67,300.0,36.0,0.0,95.0,,0.24377640626407746,0.24377640626407746
65,70,-16.5,300.0,75.0,33,0.0,95,366.5565,65,65,366.5565,,366.5565,366.5565,75.0,70.0,-16.5,300.0,33.0,0.0,95.0,,0.2795238453827971,0.2795238453827971
66,70,-16.28,300.0,75.0,36,0.0,95,366.5565,66,66,366.5565,,366.5565,366.5565,75.0,70.0,-16.28,300.0,36.0,0.0,95.0,,0.2530454406640058,0.2530454406640058
67,70,-16.17,300.0,75.0,38,0.0,95,366.5565,67,67,366.5565,,366.5565,366.5565,75.0,70.0,-16.17,300.0,38.0,0.0,95.0,,0.23666624071158407,0.23666624071158407
68,70,-16.24,300.0,75.0,36,0.0,95,366.5565,68,68,366.5565,,366.5565,366.5565,75.0,70.0,-16.24,300.0,36.0,0.0,95.0,,0.25320353286174174,0.25320353286174174
69,70,-16.09,300.0,75.0,32,0.0,95,366.5565,69,69,366.5565,,366.5565,366.5565,75.0,70.0,-16.09,300.0,32.0,0.0,95.0,,0.2911408725404673,0.2911408725404673
70,72,-21.01,450.0,75.0,48,0.0,97,393.5576,70,70,393.5576,,393.5576,393.5576,75.0,72.0,-21.01,450.0,47.99999999999999,0.0,96.99999999999999,,0.13266846350578607,0.13266846350578607
71,100,-21.47,450.0,118.0,29,0.0,98,393.5576,71,71,393.5576,,393.5576,393.5576,118.0,99.99999999999999,-21.47,450.0,29.0,0.0,97.99999999999999,,0.23196585342887113,0.23196585342887113
72,50,-21.22,450.0,118.0,26,0.0,97,393.5576,72,72,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-21.22,450.0,26.0,0.0,96.99999999999999,,0.22416921525937034,0.22416921525937034
73,70,-21.43,450.0,118.0,33,0.38234,98,393.5576,73,73,393.5576,,393.5576,393.5576,118.0,70.0,-21.43,450.0,33.0,0.38233999999999996,97.99999999999999,,0.18201666024822197,0.18201666024822197
74,70,-21.95,450.0,118.0,40,0.63407,97,393.5576,74,74,393.5576,,393.5576,393.5576,118.0,70.0,-21.95,450.0,40.0,0.63407,96.99999999999999,,0.14474186161416916,0.14474186161416916
75,70,-21.74,450.0,118.0,45,0.031,96,393.5576,75,75,393.5576,,393.5576,393.5576,118.0,70.0,-21.74,450.0,45.00000000000001,0.031,95.99999999999999,,0.1266443205886396,0.1266443205886396
76,70,-22.27,450.0,118.0,44,1.13122,95,393.5576,76,76,393.5576,,393.5576,393.5576,118.0,70.0,-22.27,450.0,44.0,1.13122,95.00000000000001,,0.13047672164911842,0.13047672164911842
77,70,-21.64,450.0,118.0,42,0.00089,95,393.5576,77,77,393.5576,,393.5576,393.5576,118.0,70.0,-21.64,450.0,42.0,0.0008899999999999998,95.00000000000001,,0.1440586342133874,0.1440586342133874
78,50,-22.1,450.0,118.0,39,0.26413,96,393.5576,78,78,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-22.1,450.0,39.0,0.26413,95.99999999999999,,0.14424324580450057,0.14424324580450057
79,50,-21.81,450.0,118.0,40,0.51293,97,393.5576,79,79,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-21.81,450.0,40.0,0.51293,96.99999999999999,,0.13610300381119586,0.13610300381119586
80,50,-21.67,450.0,118.0,43,0.0,97,393.5576,80,80,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-21.67,450.0,43.0,0.0,96.99999999999999,,0.12420966812041176,0.12420966812041176
81,70,-20.99,450.0,118.0,39,0.0,97,393.5576,81,81,393.5576,,393.5576,393.5576,118.0,70.0,-20.99,450.0,39.0,0.0,96.99999999999999,,0.153820857582235,0.153820857582235
82,50,-21.14,450.0,118.0,44,0.68201,95,393.5576,82,82,393.5576,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
190,70,-23.72,450.0,118.0,46,0.0,98,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
191,70,-23.57,450.0,118.0,46,0.0,97,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
192,70,-23.69,450.0,118.0,49,0.0,98,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
193,70,-24.65,0.0,75.0,46,0.58703,98,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
194,70,-25.45,0.0,75.0,46,0.23176,99,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
195,70,-25.17,0.0,75.0,45,0.0,99,420.5263,82,82,420.5263,,2916.7154,2916.7154,99.40103326502133,67.30136440463131,-23.938495692449113,255.35965044789765,46.01849251387365,0.21007635779377035,97.73938269739996,,0.1397723958313067,0.1397723958313067
83,50,-22.08,450.0,118.0,43,0.15684,95,393.5576,83,83,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-22.08,450.0,43.0,0.15684,95.00000000000001,,0.12905879594597183,0.12905879594597183
84,50,-21.49,450.0,118.0,45,0.54364,96,393.5576,84,84,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-21.49,450.0,45.00000000000001,0.54364,95.99999999999999,,0.11792349391320216,0.11792349391320216
85,50,-21.14,450.0,118.0,45,0.0,96,393.5576,85,85,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-21.14,450.0,45.00000000000001,0.0,95.99999999999999,,0.11974758483330492,0.11974758483330492
86,50,-20.88,450.0,118.0,46,0.0,96,393.5576,86,86,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-20.880000000000003,450.0,46.00000000000001,0.0,95.99999999999999,,0.11617850611720056,0.11617850611720056
87,50,-20.2,450.0,118.0,37,0.0,95,393.5576,87,87,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-20.2,450.0,37.0,0.0,95.00000000000001,,0.16375667403098962,0.16375667403098962
88,50,-19.89,450.0,118.0,47,0.0,95,393.5576,88,88,393.5576,,393.5576,393.5576,118.0,49.99999999999999,-19.89,450.0,47.00000000000001,0.0,95.00000000000001,,0.11675097652242097,0.11675097652242097
89,50,-20.97,450.0,118.0,49,0.0,95,393.5576,89,89,393.5576,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
90,70,-21.09,450.0,118.0,45,0.0,97,393.5576,89,89,393.5576,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
91,70,-21.16,450.0,118.0,46,0.0,97,393.5576,89,89,393.5576,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
196,70,-23.84,0.0,75.0,46,0.0,99,420.5263,89,89,420.5263,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
197,70,-23.45,0.0,75.0,49,0.0,99,420.5263,89,89,420.5263,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
198,70,-24.1,0.0,75.0,46,0.0,99,420.5263,89,89,420.5263,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
199,70,-24.68,0.0,75.0,41,0.0,99,420.5263,89,89,420.5263,,2862.778,2862.778,92.73414857875812,67.25051960019255,-22.80326071843503,185.58992698700354,45.98115906996631,0.0,97.90020784007702,,0.1541952288283269,0.1541952288283269
92,70,-21.16,450.0,118.0,44,0.0,98,393.5576,92,92,393.5576,,1180.6727999999998,1180.6727999999998,118.0,70.0,-20.80666666666667,450.0,46.00000000000001,0.31608,97.66666666666666,,0.11872721757312704,0.11872721757312704
93,70,-20.89,450.0,118.0,47,0.63303,98,393.5576,92,92,393.5576,,1180.6727999999998,1180.6727999999998,118.0,70.0,-20.80666666666667,450.0,46.00000000000001,0.31608,97.66666666666666,,0.11872721757312704,0.11872721757312704
94,70,-20.37,450.0,118.0,47,0.31521,97,393.5576,92,92,393.5576,,1180.6727999999998,1180.6727999999998,118.0,70.0,-20.80666666666667,450.0,46.00000000000001,0.31608,97.66666666666666,,0.11872721757312704,0.11872721757312704
95,70,-20.26,450.0,118.0,49,0.0,95,393.5576,98,98,393.5576,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
96,70,-19.99,450.0,118.0,51,0.47947,95,393.5576,98,98,393.5576,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
97,70,-19.32,450.0,118.0,46,1.16272,95,393.5576,98,98,393.5576,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
98,70,-19.54,450.0,118.0,48,0.0,95,393.5576,98,98,393.5576,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
204,70,-22.41,0.0,75.0,49,0.48933,97,420.5263,98,98,420.5263,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
205,70,-21.63,0.0,75.0,49,0.0,97,420.5263,98,98,420.5263,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
206,70,-20.39,450.0,118.0,45,0.72935,95,420.5263,98,98,420.5263,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
207,70,-20.34,450.0,118.0,46,4.44658,96,420.5263,98,98,420.5263,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
208,70,-21.57,450.0,118.0,43,0.56108,97,420.5263,98,98,420.5263,,3676.8619,3676.8619,108.1640956925796,70.0,-20.62984973082617,347.06611771304216,47.29910470665216,0.8878865093861699,95.8005968622319,,0.13243232832905846,0.13243232832905846
99,70,-19.32,450.0,118.0,48,0.0,96,393.5576,99,99,393.5576,,393.5576,393.5576,118.0,70.0,-19.32,450.0,47.99999999999999,0.0,95.99999999999999,,0.11872129105236784,0.11872129105236784
100,70,-19.66,450.0,118.0,48,0.0,96,393.5576,100,100,393.5576,,393.5576,393.5576,118.0,70.0,-19.66,450.0,47.99999999999999,0.0,95.99999999999999,,0.11809269514476703,0.11809269514476703
101,70,-19.76,450.0,118.0,45,0.0,97,393.5576,101,101,393.5576,,393.5576,393.5576,118.0,70.0,-19.76,450.0,45.00000000000001,0.0,96.99999999999999,,0.1276237824470925,0.1276237824470925
102,70,-19.71,450.0,118.0,45,0.0,95,393.5576,102,102,393.5576,,393.5576,393.5576,118.0,70.0,-19.71,450.0,45.00000000000001,0.0,95.00000000000001,,0.13394350799583268,0.13394350799583268
103,70,-19.57,450.0,118.0,51,0.0,95,393.5576,103,103,393.5576,,393.5576,393.5576,118.0,70.0,-19.57,450.0,50.99999999999999,0.0,95.00000000000001,,0.10925633943849587,0.10925633943849587
104,70,-18.73,450.0,118.0,44,0.31716,95,393.5576,104,104,393.5576,,393.5576,393.5576,118.0,70.0,-18.73,450.0,44.0,0.31716,95.00000000000001,,0.13994798695513805,0.13994798695513805
105,70,-18.58,450.0,118.0,38,0.15555,95,393.5576,105,105,393.5576,,393.5576,393.5576,118.0,70.0,-18.58,450.0,38.0,0.15555,95.00000000000001,,0.17285597984466083,0.17285597984466083
106,70,-18.48,450.0,118.0,38,0.0,95,393.5576,106,106,393.5576,,393.5576,393.5576,118.0,70.0,-18.48,450.0,38.0,0.0,95.00000000000001,,0.17361645016437222,0.17361645016437222
107,70,-18.35,450.0,118.0,35,0.0,95,393.5576,107,107,393.5576,,393.5576,393.5576,118.0,70.0,-18.35,450.0,35.0,0.0,95.00000000000001,,0.19283444192288052,0.19283444192288052
108,70,-18.26,450.0,118.0,15,0.49502,95,393.5576,108,108,393.5576,,393.5576,393.5576,118.0,70.0,-18.26,450.0,15.0,0.49501999999999996,95.00000000000001,,0.3801605725754175,0.3801605725754175
109,70,-17.8,300.0,75.0,19,0.0,95,393.5576,109,109,393.5576,,393.5576,393.5576,75.0,70.0,-17.8,300.0,19.0,0.0,95.00000000000001,,0.44285372860426986,0.44285372860426986
